Date,Open,High,Low,Close,Volume,Turnover
2009-01-01,,,,1000.0,,
2009-01-02,,,,997.05,,
2009-01-05,,,,1005.84,,
2009-01-06,,,,1006.84,,
2009-01-07,,,,993.31,,
2009-01-09,,,,1005.66,,
2009-01-12,,,,983.83,,
2009-01-13,,,,993.54,,
2009-01-14,,,,1011.03,,
2009-01-15,,,,987.11,,
2009-01-16,,,,991.72,,
2009-01-19,,,,991.51,,
2009-01-20,,,,978.18,,
2009-01-21,,,,971.39,,
2009-01-22,,,,959.14,,
2009-01-23,,,,945.31,,
2009-01-27,,,,962.87,,
2009-01-28,,,,987.04,,
2009-01-29,,,,979.64,,
2009-01-30,,,,990.32,,
2009-02-02,,,,970.41,,
2009-02-03,,,,976.03,,
2009-02-04,,,,975.98,,
2009-02-05,,,,966.76,,
2009-02-06,,,,979.05,,
2009-02-09,,,,995.94,,
2009-02-10,,,,1003.44,,
2009-02-11,,,,993.74,,
2009-02-12,,,,985.83,,
2009-02-13,,,,988.06,,
2009-02-16,,,,974.58,,
2009-02-17,,,,955.0,,
2009-02-18,,,,953.58,,
2009-02-19,,,,959.88,,
2009-02-20,,,,945.83,,
2009-02-24,,,,943.2,,
2009-02-25,,,,953.87,,
2009-02-26,,,,965.96,,
2009-02-27,,,,964.39,,
2009-03-02,,,,942.67,,
2009-03-03,,,,922.95,,
2009-03-04,,,,932.12,,
2009-03-05,,,,918.57,,
2009-03-06,,,,925.23,,
2009-03-09,,,,903.75,,
2009-03-12,,,,921.75,,
2009-03-13,,,,947.49,,
2009-03-16,,,,960.32,,
2009-03-17,,,,956.19,,
2009-03-18,,,,954.11,,
2009-03-19,,,,956.82,,
2009-03-20,,,,957.24,,
2009-03-23,,,,977.9,,
2009-03-24,,,,978.55,,
2009-03-25,,,,982.52,,
2009-03-26,,,,1010.18,,
2009-03-27,,,,1018.31,,
2009-03-30,,,,991.58,,
2009-03-31,,,,1008.0,,
2009-04-01,,,,1013.41,,
2009-04-02,,,,1033.81,,
2009-04-06,,,,1024.47,,
2009-04-08,,,,1063.91,,
2009-04-09,,,,1055.44,,
2009-04-13,,,,1054.5,,
2009-04-15,,,,1067.27,,
2009-04-16,,,,1067.79,,
2009-04-17,,,,1067.43,,
2009-04-20,,,,1058.62,,
2009-04-21,,,,1061.94,,
2009-04-22,,,,1059.73,,
2009-04-23,,,,1081.77,,
2009-04-24,,,,1089.87,,
2009-04-27,,,,1096.28,,
2009-04-28,,,,1078.8,,
2009-04-29,,,,1110.38,,
2009-05-04,,,,1165.35,,
2009-05-05,,,,1151.44,,
2009-05-06,,,,1130.72,,
2009-05-07,,,,1137.7,,
2009-05-08,,,,1120.77,,
2009-05-11,,,,1107.8,,
2009-05-12,,,,1133.83,,
2009-05-13,,,,1124.29,,
2009-05-14,,,,1122.72,,
2009-05-15,,,,1137.95,,
2009-05-18,,,,1266.36,,
2009-05-19,,,,1174.33,,
2009-05-20,,,,1181.59,,
2009-05-21,,,,1153.23,,
2009-05-22,,,,1158.45,,
2009-05-25,,,,1167.57,,
2009-05-26,,,,1155.95,,
2009-05-27,,,,1176.24,,
2009-05-28,,,,1173.8,,
2009-05-29,,,,1180.52,,
2009-06-01,,,,1205.69,,
2009-06-02,,,,1211.69,,
2009-06-03,,,,1237.14,,
2009-06-04,,,,1250.61,,
2009-06-05,,,,1253.55,,
2009-06-08,,,,1247.31,,
2009-06-09,,,,1282.78,,
2009-06-10,,,,1301.74,,
2009-06-11,,,,1294.18,,
2009-06-12,,,,1278.31,,
2009-06-15,,,,1277.79,,
2009-06-16,,,,1290.73,,
2009-06-17,,,,1261.36,,
2009-06-18,,,,1254.33,,
2009-06-19,,,,1275.97,,
2009-06-22,,,,1266.62,,
2009-06-23,,,,1256.71,,
2009-06-24,,,,1280.71,,
2009-06-25,,,,1266.71,,
2009-06-26,,,,1290.35,,
2009-06-29,,,,1280.11,,
2009-06-30,,,,1268.15,,
2009-07-01,,,,1277.04,,
2009-07-02,,,,1279.93,,
2009-07-03,,,,1292.58,,
2009-07-06,,,,1274.93,,
2009-07-07,,,,1293.93,,
2009-07-08,,,,1281.91,,
2009-07-09,,,,1287.38,,
