Date,Open,High,Low,Close,Volume,Turnover
2015-11-09,,,,10118.22,294972687.0,119242600000.0
2015-11-10,,,,9931.27,275281891.0,97445800000.0
2015-11-11,,,,10009.31,31847545.0,13817300000.0
2015-11-13,,,,9919.68,264081261.0,110764400000.0
2015-11-16,,,,9942.65,226332965.0,93386500000.0
2015-11-17,,,,9992.77,218479910.0,85666800000.0
2015-11-18,,,,9902.32,211499146.0,82169400000.0
2015-11-19,,,,10012.97,200290135.0,96980100000.0
2015-11-20,,,,10078.61,226015077.0,96006800000.0
2015-11-23,,,,10092.89,199184164.0,83064200000.0
2015-11-24,,,,10086.56,222102083.0,90737200000.0
2015-11-26,,,,10132.22,339458865.0,144319000000.0
2015-11-27,,,,10185.22,235535000.0,92556600000.0
2015-11-30,,,,10161.15,445347705.0,200153400000.0
2015-12-01,,,,10234.1,222552149.0,92055900000.0
2015-12-02,,,,10225.79,207292727.0,85742500000.0
2015-12-03,,,,10149.6,238318609.0,83358900000.0
2015-12-04,,,,10060.66,284593360.0,103830600000.0
2015-12-07,,,,10067.52,216861299.0,84473500000.0
2015-12-08,,,,9947.79,208078528.0,79080900000.0
2015-12-09,,,,9788.41,221779534.0,89944700000.0
2015-12-10,,,,9859.56,218843582.0,88514100000.0
2015-12-11,,,,9772.12,252749267.0,93344900000.0
2015-12-14,,,,9835.65,233041052.0,85672500000.0
2015-12-15,,,,9880.48,199675630.0,80672200000.0
2015-12-16,,,,9934.26,228816066.0,88168300000.0
2015-12-17,,,,10072.74,264065281.0,99395100000.0
2015-12-18,,,,10032.95,278839624.0,108112800000.0
2015-12-21,,,,10105.59,181152270.0,73011900000.0
2015-12-22,,,,10061.42,200798238.0,68058900000.0
2015-12-23,,,,10140.67,175112927.0,61721100000.0
2015-12-24,,,,10165.59,156832106.0,52458200000.0
2015-12-28,,,,10208.77,172338486.0,73173000000.0
2015-12-29,,,,10225.95,184103062.0,71751800000.0
2015-12-30,,,,10202.18,165474564.0,63406899999.99999
2015-12-31,,,,10258.42,277621992.0,106954300000.0
2016-01-01,,,,10335.12,119511770.0,45612100000.0
2016-01-04,,,,10169.84,229291062.0,86823400000.0
2016-01-05,,,,10221.28,238177923.0,89225200000.0
2016-01-06,,,,10166.38,236986742.0,97721100000.0
2016-01-07,,,,9864.71,281866849.0,106029200000.0
2016-01-08,,,,9940.12,224645641.0,91208900000.0
2016-01-11,,,,9851.46,262996606.0,95218300000.0
2016-01-12,,,,9772.19,267389974.0,93664500000.0
2016-01-13,,,,9747.48,334229722.0,125813400000.0
2016-01-14,,,,9671.48,290753093.0,116055200000.0
2016-01-15,,,,9443.74,285264776.0,105978900000.0
2016-01-18,,,,9261.57,341142566.0,112118200000.0
2016-01-19,,,,9367.5,276144639.0,93863600000.0
